Board Number,Board Name,Board Type,School Number,School Name,School Type,School Level,School Language,Grade Range,City
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),689750,Bishop Ryan Catholic Secondary School,Catholic,Secondary,English,9-12,Hannon
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),689386,Bishop Tonnos Catholic Secondary School,Catholic,Secondary,English,9-12,Ancaster
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),690279,Blessed Sacrament Catholic Elementary School,Catholic,Elementary,English,JK-8,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),693650,Canadian Martyrs Catholic Elementary School,Catholic,Elementary,English,JK-8,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),695343,Cathedral High School,Catholic,Secondary,English,9-12,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),699500,Corpus Christi Catholic Elementary School,Catholic,Elementary,English,JK-8,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),710997,Guardian Angels Catholic Elementary School,Catholic,Elementary,English,JK-8,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),717053,Holy Name of Jesus Catholic Elementary School,Catholic,Elementary,English,JK-8,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),704288,Holy Name of Mary Catholic Elementary School,Catholic,Elementary,English,JK-8,Ancaster
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),819028,Immaculate Conception Catholic Elementary School,Catholic,Elementary,English,JK-8,Ancaster
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),721972,Immaculate Heart of Mary Catholic Elementary School,Catholic,Elementary,English,JK-8,Stoney Creek
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),735799,Our Lady of Hope Catholic Elementary School,Catholic,Elementary,English,JK-8,Binbrook
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),745650,Our Lady of Lourdes Catholic Elementary School,Catholic,Elementary,English,JK-8,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),742350,Our Lady of Mount Carmel Catholic Elementary School,Catholic,Elementary,English,JK-8,Carlisle
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),748544,Our Lady of Peace Catholic Elementary School,Catholic,Elementary,English,JK-8,Stoney Creek
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),748633,Our Lady of the Assumption Catholic Elementary School,Catholic,Elementary,English,JK-8,Hannon
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),752800,Regina Mundi Catholic Elementary School,Catholic,Elementary,English,JK-8,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),756180,Sacred Heart of Jesus Catholic Elementary School,Catholic,Elementary,English,JK-8,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),765180,St. Agnes Catholic Elementary School,Catholic,Elementary,English,JK-8,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),772046,St. Ann (Ancaster) Catholic Elementary School,Catholic,Elementary,English,JK-8,Ancaster
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),772160,St. Ann (Hamilton) Catholic Elementary School,Catholic,Elementary,English,JK-8,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),785865,St. Anthony Daniel Catholic Elementary School,Catholic,Elementary,English,JK-8,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),775681,St. Augustine Catholic Elementary School,Catholic,Elementary,English,JK-8,Dundas
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),778028,St. Bernadette Catholic Elementary School,Catholic,Elementary,English,JK-8,Dundas
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),838541,St. Charles Catholic Adult Secondary School,Catholic,Secondary,English,9-12,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),784400,St. Clare of Assisi Catholic Elementary School,Catholic,Elementary,English,JK-8,Stoney Creek
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),786152,St. David Catholic Elementary School,Catholic,Elementary,English,JK-8,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),789720,St. Eugene Catholic Elementary School,Catholic,Elementary,English,JK-8,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),792217,St. Francis Xavier Catholic Elementary School,Catholic,Elementary,English,JK-8,Stoney Creek
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),825892,St. Gabriel Catholic Elementary School,Catholic,Elementary,English,JK-8,Stoney Creek
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),799530,St. James the Apostle Catholic Elementary School,Catholic,Elementary,English,JK-8,Stoney Creek
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),800430,St. Jean de Brebeuf Catholic Secondary School,Catholic,Secondary,English,9-12,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),770965,St. Joachim Catholic Elementary School,Catholic,Elementary,English,JK-8,Ancaster
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),694134,St. John Henry Newman Catholic Secondary School,Catholic,Secondary,English,9-12,Stoney Creek
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),751553,St. John Paul II Catholic Elementary School,Catholic,Elementary,English,JK-8,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),804673,St. John the Baptist Catholic Elementary School,Catholic,Elementary,English,JK-8,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),814032,St. Joseph Catholic Elementary School,Catholic,Elementary,English,JK-8,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),866725,St. Kateri Tekakwitha Catholic Elementary School,Catholic,Elementary,English,JK-8,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),817678,St. Lawrence Catholic Elementary School,Catholic,Elementary,English,JK-8,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),820652,St. Luke Catholic Elementary School,Catholic,Elementary,English,JK-8,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),821705,St. Margaret Mary Catholic Elementary School,Catholic,Elementary,English,JK-8,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),821268,St. Marguerite d'Youville Catholic Elementary School,Catholic,Elementary,English,JK-8,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),696196,St. Mark Catholic Elementary School,Catholic,Elementary,English,JK-8,Stoney Creek
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),824313,St. Martin of Tours Catholic Elementary School,Catholic,Elementary,English,JK-8,Stoney Creek
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),827401,St. Mary Catholic Secondary School,Catholic,Secondary,English,9-12,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),745279,St. Matthew Catholic Elementary School,Catholic,Elementary,English,JK-8,Binbrook
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),834220,St. Michael Catholic Elementary School,Catholic,Elementary,English,JK-8,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),839779,St. Patrick Catholic Elementary School,Catholic,Elementary,English,JK-8,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),842389,St. Paul Catholic Elementary School,Catholic,Elementary,English,JK-8,Stoney Creek
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),851264,St. Teresa of Avila Catholic Elementary School,Catholic,Elementary,English,JK-8,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),733105,St. Teresa of Calcutta Catholic Elementary School,Catholic,Elementary,English,JK-8,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),854336,St. Thomas Catholic Elementary School,Catholic,Elementary,English,JK-8,Waterdown
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),855685,St. Thomas More Catholic Secondary School,Catholic,Secondary,English,9-12,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),773786,St. Thérèse of Lisieux Catholic Elementary School,Catholic,Elementary,English,JK-8,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),858102,St. Vincent de Paul Catholic Elementary School,Catholic,Elementary,English,JK-8,Hamilton
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),863955,Sts. Peter and Paul Catholic Elementary School,Catholic,Elementary,English,JK-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),000728,A M Cunningham Junior Public School,Public,Elementary,English,JK-5,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),002674,Adelaide Hoodless Public School,Public,Elementary,English,JK-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),011568,Allan A Greenleaf,Public,Elementary,English,JK-8,Waterdown
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),891894,Ancaster High School,Public,Secondary,English,9-12,Ancaster
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),287210,Ancaster Meadow Elementary Public School,Public,Elementary,English,JK-8,Ancaster
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),050415,Balaclava Public School,Public,Elementary,English,JK-8,Freelton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),041548,Bellmoore Public School,Public,Elementary,English,JK-8,Binbrook
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),090131,Bennetto Elementary School,Public,Elementary,English,JK-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),898848,Bernie Custis Secondary School Secondary School,Public,Secondary,English,9-12,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),041980,Billy Green Elementary School,Public,Elementary,English,JK-8,Stoney Creek
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),068845,Buchanan Park School,Public,Elementary,English,JK-6,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),560408,Cathy Wever Elementary Public School,Public,Elementary,English,JK-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),089257,Cecil B Stirling School,Public,Elementary,English,JK-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),091723,Central Junior Public School,Public,Elementary,English,JK-5,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),105503,Chedoke Middle School,Public,Elementary,English,JK-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),117986,Collegiate Avenue School,Public,Elementary,English,JK-8,Stoney Creek
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),213012,Cootes Paradise Public School,Public,Elementary,English,JK-5,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),132020,Dalewood Senior Public School,Public,Elementary,English,6-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),488921,Dr. J. Edgar Davey Elementary Public School,Public,Elementary,English,JK-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),448940,Dundana Public School,Public,Elementary,English,JK-5,Dundas
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),153087,Dundas Central Public School,Public,Elementary,English,JK-8,Dundas
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),916579,Dundas Valley Secondary School,Public,Secondary,English,9-12,Dundas
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),158151,Earl Kitchener Junior Public School,Public,Elementary,English,JK-5,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),163481,Eastdale Public School,Public,Elementary,English,JK-8,Stoney Creek
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),302781,Elementary Alt-Ed,Public,Elementary,English,1-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),198668,Flamborough Centre School,Public,Elementary,English,JK-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),196240,Frank Panabaker North School,Public,Elementary,English,JK-6,Ancaster
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),018961,Frank Panabaker South Senior Public School,Public,Elementary,English,JK-8,Ancaster
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),203912,Franklin Road Elementary Public School,Public,Elementary,English,JK-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),114477,Gatestone Elementary Public School,Public,Elementary,English,JK-8,Stoney Creek
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),212490,George L Armstrong Public School,Public,Elementary,English,JK-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),913081,Glendale Secondary School,Public,Secondary,English,9-12,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),673013,Glenwood School School,Public,Elementary,English,K-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),222135,Gordon Price School,Public,Elementary,English,JK-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),336649,Greensville School,Public,Elementary,English,JK-8,Dundas
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),233552,Guy B Brown Elementary Public School,Public,Elementary,English,JK-8,Waterdown
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),252557,Helen Detwiler Junior Elementary School,Public,Elementary,English,JK-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),254096,Hess Street Junior Public School,Public,Elementary,English,JK-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),256048,Highview Public School,Public,Elementary,English,JK-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),891401,Hill Park System Alternative Education,Public,Secondary,English,9-12,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),220145,Hillcrest Elementary Public School,Public,Elementary,English,JK-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),261378,Holbrook Junior Public School,Public,Elementary,English,JK-6,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),273201,Huntington Park Junior Public School,Public,Elementary,English,JK-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),281492,James MacDonald Public School,Public,Elementary,English,JK-6,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),934262,James Street Alternative Education,Public,Secondary,English,9-12,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),281026,Janet Lee Public School,Public,Elementary,English,JK-8,Stoney Creek
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),495379,Kanétskare Elementary School Middle School,Public,Elementary,English,6-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),303755,Lake Avenue Public School,Public,Elementary,English,JK-8,Stoney Creek
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),094608,Lawfield Elementary School,Public,Elementary,English,JK-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),313173,Lincoln Alexander Public School,Public,Elementary,English,JK-6,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),314544,Lisgar Junior Public School,Public,Elementary,English,JK-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),345873,Mary Hopkins Public School,Public,Elementary,English,JK-5,Waterdown
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),360309,Memorial Elementary School Public School,Public,Elementary,English,JK-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),364983,Millgrove Public School,Public,Elementary,English,JK-5,Millgrove
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),375900,Mount Albion Public School,Public,Elementary,English,JK-8,Stoney Creek
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),376299,Mount Hope Public School,Public,Elementary,English,JK-8,Mount Hope
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),378178,Mountview Junior Public School,Public,Elementary,English,JK-6,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),894432,Nora Frances Henderson,Public,Secondary,English,9-12,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),412309,Norwood Park Elementary School,Public,Elementary,English,JK-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),932507,Orchard Park Secondary School,Public,Secondary,English,9-12,Stoney Creek
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),434272,Parkdale School,Public,Elementary,English,JK-5,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),437557,Pauline Johnson Public School,Public,Elementary,English,JK-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),025897,Prince of Wales Elementary Public School,Public,Elementary,English,JK-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),464430,Queen Mary Public School,Public,Elementary,English,JK-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),548172,Queen Victoria Elementary Public School,Public,Elementary,English,JK-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),466387,Queensdale School,Public,Elementary,English,JK-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),467324,R A Riddell Public School,Public,Elementary,English,JK-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),476773,Ray Lewis (Elementary) School,Public,Elementary,English,JK-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),927163,Rebecca Street Alternative Education Secondary School,Public,Secondary,English,9-12,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),480738,Richard Beasley Junior Public School,Public,Elementary,English,JK-5,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),484199,Ridgemount Junior Public School,Public,Elementary,English,JK-8,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),480418,Rockton School,Public,Elementary,English,JK-8,"Rockton, Ontario"
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),490695,Rosedale Elementary School,Public,Elementary,English,JK-5,Hamilton
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),493163,Rousseau Public School,Public,Elementary,English,JK-6,Ancaster
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),939730,Saltfleet High School,Public,Secondary,English,9-12,Stoney Creek
B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),483142,Shannen Koostachin Elementary School Elementary Public School,Public,Elementary,English,JK-8,Hamilton
