REF_DATE,NOC Major Group,National Occupational Classification (NOC),Economic region code,Economic region name,Number Employed (thousands)
2009,64,Sales representatives and salespersons - wholesale and retail trade,3580,Stratford-Bruce Peninsula,6.6
2009,65,Service representatives and other customer and personal services occupations,3580,Stratford-Bruce Peninsula,5.3
2009,66,Sales support occupations,3580,Stratford-Bruce Peninsula,4.4
2009,67,"Service support and other service occupations, n.e.c.",3580,Stratford-Bruce Peninsula,9.2
2009,07,"Trades, transport and equipment operators and related occupations",3580,Stratford-Bruce Peninsula,26.5
2009,72,"Industrial, electrical and construction trades",3580,Stratford-Bruce Peninsula,8.7
2009,73,Maintenance and equipment operation trades,3580,Stratford-Bruce Peninsula,7.0
2009,74,"Other installers, repairers and servicers and material handlers",3580,Stratford-Bruce Peninsula,2.4
2009,75,Transport and heavy equipment operation and related maintenance occupations,3580,Stratford-Bruce Peninsula,6.8
2009,76,"Trades helpers, construction labourers and related occupations",3580,Stratford-Bruce Peninsula,1.6
2009,08,"Natural resources, agriculture and related production occupations",3580,Stratford-Bruce Peninsula,5.5
2009,82,"Supervisors and technical occupations in natural resources, agriculture and related production",3580,Stratford-Bruce Peninsula,
2009,84,"Workers in natural resources, agriculture and related production",3580,Stratford-Bruce Peninsula,3.3
2009,86,"Harvesting, landscaping and natural resources labourers",3580,Stratford-Bruce Peninsula,
2009,09,Occupations in manufacturing and utilities,3580,Stratford-Bruce Peninsula,13.6
2009,92,"Processing, manufacturing and utilities supervisors and central control operators",3580,Stratford-Bruce Peninsula,3.5
2009,94,Processing and manufacturing machine operators and related production workers,3580,Stratford-Bruce Peninsula,5.7
2009,95,Assemblers in manufacturing,3580,Stratford-Bruce Peninsula,2.1
2009,96,"Labourers in processing, manufacturing and utilities",3580,Stratford-Bruce Peninsula,2.4
2009,,"Total employed, all occupations",3590,Northeast,248.5
2009,00,Management occupations,3590,Northeast,21.9
2009,00,Senior management occupations,3590,Northeast,
2009,06,Middle management occupations in retail and wholesale trade and customer services,3590,Northeast,9.5
2009,01,"Business, finance and administration occupations",3590,Northeast,36.0
2009,11,Professional occupations in business and finance,3590,Northeast,5.3
2009,12,Administrative and financial supervisors and administrative occupations,3590,Northeast,11.6
2009,13,"Finance, insurance and related business administrative occupations",3590,Northeast,3.2
2009,14,Office support occupations,3590,Northeast,11.4
2009,15,"Distribution, tracking and scheduling co-ordination occupations",3590,Northeast,4.5
2009,02,Natural and applied sciences and related occupations,3590,Northeast,11.4
2009,21,Professional occupations in natural and applied sciences,3590,Northeast,5.1
2009,22,Technical occupations related to natural and applied sciences,3590,Northeast,6.3
2009,03,Health occupations,3590,Northeast,18.7
2009,30,Professional occupations in nursing,3590,Northeast,4.2
2009,31,Professional occupations in health (except nursing),3590,Northeast,3.4
2009,32,Technical occupations in health,3590,Northeast,5.9
2009,34,Assisting occupations in support of health services,3590,Northeast,5.2
2009,04,"Occupations in education, law and social, community and government services",3590,Northeast,35.5
2009,40,Professional occupations in education services,3590,Northeast,14.8
2009,41,"Professional occupations in law and social, community and government services",3590,Northeast,7.2
2009,42,"Paraprofessional occupations in legal, social, community and education services",3590,Northeast,6.5
2009,43,Occupations in front-line public protection services,3590,Northeast,3.2
2009,44,"Care providers and educational, legal and public protection support occupations",3590,Northeast,3.8
2009,05,"Occupations in art, culture, recreation and sport",3590,Northeast,2.9
2009,51,Professional occupations in art and culture,3590,Northeast,
2009,52,"Technical occupations in art, culture, recreation and sport",3590,Northeast,2.3
2009,06,Sales and service occupations,3590,Northeast,62.2
2009,62,Retail sales supervisors and specialized sales occupations,3590,Northeast,6.3
2009,63,Service supervisors and specialized service occupations,3590,Northeast,10.5
2009,64,Sales representatives and salespersons - wholesale and retail trade,3590,Northeast,10.5
2009,65,Service representatives and other customer and personal services occupations,3590,Northeast,10.9
2009,66,Sales support occupations,3590,Northeast,9.4
2009,67,"Service support and other service occupations, n.e.c.",3590,Northeast,14.7
2009,07,"Trades, transport and equipment operators and related occupations",3590,Northeast,43.4
2009,72,"Industrial, electrical and construction trades",3590,Northeast,14.0
2009,73,Maintenance and equipment operation trades,3590,Northeast,13.4
2009,74,"Other installers, repairers and servicers and material handlers",3590,Northeast,3.0
2009,75,Transport and heavy equipment operation and related maintenance occupations,3590,Northeast,9.8
2009,76,"Trades helpers, construction labourers and related occupations",3590,Northeast,3.1
2009,08,"Natural resources, agriculture and related production occupations",3590,Northeast,8.2
2009,82,"Supervisors and technical occupations in natural resources, agriculture and related production",3590,Northeast,5.8
2009,84,"Workers in natural resources, agriculture and related production",3590,Northeast,
2009,86,"Harvesting, landscaping and natural resources labourers",3590,Northeast,1.5
2009,09,Occupations in manufacturing and utilities,3590,Northeast,8.2
2009,92,"Processing, manufacturing and utilities supervisors and central control operators",3590,Northeast,2.7
2009,94,Processing and manufacturing machine operators and related production workers,3590,Northeast,2.8
2009,95,Assemblers in manufacturing,3590,Northeast,
2009,96,"Labourers in processing, manufacturing and utilities",3590,Northeast,2.0
2009,,"Total employed, all occupations",3595,Northwest,100.0
2009,00,Management occupations,3595,Northwest,7.9
2009,00,Senior management occupations,3595,Northwest,
2009,06,Middle management occupations in retail and wholesale trade and customer services,3595,Northwest,3.2
2009,01,"Business, finance and administration occupations",3595,Northwest,14.2
2009,11,Professional occupations in business and finance,3595,Northwest,1.9
2009,12,Administrative and financial supervisors and administrative occupations,3595,Northwest,4.1
2009,13,"Finance, insurance and related business administrative occupations",3595,Northwest,
2009,14,Office support occupations,3595,Northwest,5.6
2009,15,"Distribution, tracking and scheduling co-ordination occupations",3595,Northwest,
2009,02,Natural and applied sciences and related occupations,3595,Northwest,4.6
2009,21,Professional occupations in natural and applied sciences,3595,Northwest,1.9
2009,22,Technical occupations related to natural and applied sciences,3595,Northwest,2.6
2009,03,Health occupations,3595,Northwest,8.8
2009,30,Professional occupations in nursing,3595,Northwest,2.3
2009,31,Professional occupations in health (except nursing),3595,Northwest,
2009,32,Technical occupations in health,3595,Northwest,2.3
2009,34,Assisting occupations in support of health services,3595,Northwest,3.0
2009,04,"Occupations in education, law and social, community and government services",3595,Northwest,15.7
2009,40,Professional occupations in education services,3595,Northwest,5.0
2009,41,"Professional occupations in law and social, community and government services",3595,Northwest,3.5
2009,42,"Paraprofessional occupations in legal, social, community and education services",3595,Northwest,3.5
2009,43,Occupations in front-line public protection services,3595,Northwest,1.5
2009,44,"Care providers and educational, legal and public protection support occupations",3595,Northwest,2.2
2009,05,"Occupations in art, culture, recreation and sport",3595,Northwest,2.0
2009,51,Professional occupations in art and culture,3595,Northwest,
2009,52,"Technical occupations in art, culture, recreation and sport",3595,Northwest,
2009,06,Sales and service occupations,3595,Northwest,23.6
2009,62,Retail sales supervisors and specialized sales occupations,3595,Northwest,2.2
2009,63,Service supervisors and specialized service occupations,3595,Northwest,3.2
2009,64,Sales representatives and salespersons - wholesale and retail trade,3595,Northwest,4.6
2009,65,Service representatives and other customer and personal services occupations,3595,Northwest,4.6
2009,66,Sales support occupations,3595,Northwest,3.1
2009,67,"Service support and other service occupations, n.e.c.",3595,Northwest,5.9
2009,07,"Trades, transport and equipment operators and related occupations",3595,Northwest,17.7
2009,72,"Industrial, electrical and construction trades",3595,Northwest,4.5
2009,73,Maintenance and equipment operation trades,3595,Northwest,5.8
2009,74,"Other installers, repairers and servicers and material handlers",3595,Northwest,1.5
2009,75,Transport and heavy equipment operation and related maintenance occupations,3595,Northwest,4.6
2009,76,"Trades helpers, construction labourers and related occupations",3595,Northwest,
2009,08,"Natural resources, agriculture and related production occupations",3595,Northwest,2.9
2009,82,"Supervisors and technical occupations in natural resources, agriculture and related production",3595,Northwest,
2009,84,"Workers in natural resources, agriculture and related production",3595,Northwest,
2009,86,"Harvesting, landscaping and natural resources labourers",3595,Northwest,
2009,09,Occupations in manufacturing and utilities,3595,Northwest,2.6
2009,92,"Processing, manufacturing and utilities supervisors and central control operators",3595,Northwest,
2009,94,Processing and manufacturing machine operators and related production workers,3595,Northwest,
2009,95,Assemblers in manufacturing,3595,Northwest,
2009,96,"Labourers in processing, manufacturing and utilities",3595,Northwest,
2010,,"Total employed, all occupations",3510,Ottawa,673.3
2010,00,Management occupations,3510,Ottawa,70.6
2010,00,Senior management occupations,3510,Ottawa,4.5
2010,06,Middle management occupations in retail and wholesale trade and customer services,3510,Ottawa,17.4
2010,01,"Business, finance and administration occupations",3510,Ottawa,124.5
2010,11,Professional occupations in business and finance,3510,Ottawa,39.3
2010,12,Administrative and financial supervisors and administrative occupations,3510,Ottawa,35.2
2010,13,"Finance, insurance and related business administrative occupations",3510,Ottawa,5.7
2010,14,Office support occupations,3510,Ottawa,34.6
2010,15,"Distribution, tracking and scheduling co-ordination occupations",3510,Ottawa,9.7
2010,02,Natural and applied sciences and related occupations,3510,Ottawa,83.6
2010,21,Professional occupations in natural and applied sciences,3510,Ottawa,58.6
2010,22,Technical occupations related to natural and applied sciences,3510,Ottawa,25.0
2010,03,Health occupations,3510,Ottawa,37.4
2010,30,Professional occupations in nursing,3510,Ottawa,11.4
2010,31,Professional occupations in health (except nursing),3510,Ottawa,8.3
2010,32,Technical occupations in health,3510,Ottawa,9.8
2010,34,Assisting occupations in support of health services,3510,Ottawa,7.9
2010,04,"Occupations in education, law and social, community and government services",3510,Ottawa,100.8
2010,40,Professional occupations in education services,3510,Ottawa,30.6
2010,41,"Professional occupations in law and social, community and government services",3510,Ottawa,39.5
2010,42,"Paraprofessional occupations in legal, social, community and education services",3510,Ottawa,19.2
2010,43,Occupations in front-line public protection services,3510,Ottawa,4.4
2010,44,"Care providers and educational, legal and public protection support occupations",3510,Ottawa,7.1
2010,05,"Occupations in art, culture, recreation and sport",3510,Ottawa,23.7
2010,51,Professional occupations in art and culture,3510,Ottawa,10.8
